date,service,daily_cost,is_anomaly
2026-07-13,Lambda,5.6,0
2026-07-13,RDS,20.99,0
2026-07-13,S3,6.38,0
2026-07-14,CloudFront,12.69,0
2026-07-14,EC2,53.36,0
2026-07-14,Lambda,3.41,0
2026-07-14,RDS,19.5,0
2026-07-14,S3,9.68,0
2026-07-15,CloudFront,7.91,0
2026-07-15,EC2,49.95,0
2026-07-15,Lambda,3.79,0
2026-07-15,RDS,23.12,0
2026-07-15,S3,9.49,0
2026-07-16,CloudFront,10.28,0
2026-07-16,EC2,46.41,0
2026-07-16,Lambda,5.28,0
2026-07-16,RDS,20.34,0
2026-07-16,S3,10.64,0
2026-07-17,CloudFront,13.33,0
2026-07-17,EC2,43.2,0
2026-07-17,Lambda,4.34,0
2026-07-17,RDS,23.81,0
2026-07-17,S3,9.51,0
2026-07-18,CloudFront,6.37,0
2026-07-18,EC2,34.88,0
2026-07-18,Lambda,4.1,0
2026-07-18,RDS,13.03,0
2026-07-18,S3,74.86,1
2026-07-19,CloudFront,9.29,0
2026-07-19,EC2,31.36,0
2026-07-19,Lambda,5.2,0
2026-07-19,RDS,11.92,0
2026-07-19,S3,6.94,0
2026-07-20,CloudFront,11.42,0
2026-07-20,EC2,43.96,0
2026-07-20,Lambda,7.26,0
2026-07-20,RDS,24.29,0
2026-07-20,S3,10.45,0
2026-07-21,CloudFront,9.81,0
2026-07-21,EC2,48.08,0
2026-07-21,Lambda,5.49,0
2026-07-21,RDS,28.77,0
2026-07-21,S3,7.84,0
2026-07-22,CloudFront,9.64,0
2026-07-22,EC2,49.34,0
2026-07-22,Lambda,4.43,0
2026-07-22,RDS,24.45,0
2026-07-22,S3,10.01,0
2026-07-23,CloudFront,9.16,0
2026-07-23,EC2,49.17,0
2026-07-23,Lambda,4.34,0
2026-07-23,RDS,24.93,0
2026-07-23,S3,11.95,0
2026-07-24,CloudFront,11.64,0
2026-07-24,EC2,41.92,0
2026-07-24,Lambda,7.66,0
2026-07-24,RDS,23.26,0
2026-07-24,S3,8.32,0
2026-07-25,CloudFront,8.8,0
2026-07-25,EC2,26.4,0
2026-07-25,Lambda,5.01,0
2026-07-25,RDS,17.43,0
2026-07-25,S3,5.54,0
2026-07-26,CloudFront,7.88,0
2026-07-26,EC2,28.81,0
2026-07-26,Lambda,4.07,0
2026-07-26,RDS,13.4,0
2026-07-26,S3,6.64,0
2026-07-27,CloudFront,9.03,0
2026-07-27,EC2,54.93,0
2026-07-27,Lambda,5.84,0
2026-07-27,RDS,20.46,0
2026-07-27,S3,9.3,0
2026-07-28,CloudFront,4.78,0
2026-07-28,EC2,43.47,0
2026-07-28,Lambda,5.49,0
2026-07-28,RDS,27.26,0
2026-07-28,S3,11.09,0
2026-07-29,CloudFront,12.5,0
2026-07-29,EC2,46.07,0
2026-07-29,Lambda,6.33,0
2026-07-29,RDS,19.23,0
2026-07-29,S3,8.93,0
2026-07-30,CloudFront,13.58,0
2026-07-30,EC2,51.35,0
2026-07-30,Lambda,5.72,0
2026-07-30,RDS,21.91,0
2026-07-30,S3,39.5,1
2026-07-31,CloudFront,12.92,0
2026-07-31,EC2,335.88,1
2026-07-31,Lambda,6.56,0
2026-07-31,RDS,27.19,0
2026-07-31,S3,10.67,0
2026-08-01,CloudFront,12.0,0
2026-08-01,EC2,37.63,0
2026-08-01,Lambda,4.86,0
2026-08-01,RDS,17.36,0
2026-08-01,S3,3.84,0
